anime_id,name,genre,type,episodes,rating,members,genre1,count
2317,Hen,"Comedy, Ecchi",OVA,2.0,5.48,2153,Comedy,3147
13515,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Comedy,ONA,1.0,5.48,354,Comedy,3147
6131,Charady no Joke na Mainichi,Comedy,TV,365.0,5.48,1612,Comedy,3147
27687,Oshiri Kajiri Mushi (TV) 3rd Season,"Comedy, Kids",TV,10.0,5.48,335,Comedy,3147
31439,Wagamama High Spec,"Comedy, School",TV,12.0,5.48,19984,Comedy,3147
2147,Call Me Tonight,"Comedy, Horror, Romance, Sci-Fi",OVA,1.0,5.48,3777,Comedy,3147
21947,Sore Ike! Anpanman: Gomira no Hoshi,"Comedy, Fantasy, Kids",Movie,1.0,5.47,74,Comedy,3147
27491,Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime,"Comedy, Fantasy, Kids",Movie,1.0,5.47,106,Comedy,3147
3026,Compiler,"Comedy, Drama, Romance, Sci-Fi",OVA,2.0,5.47,1028,Comedy,3147
33245,Ame-iro Cocoa in Hawaii,"Comedy, Slice of Life",TV,12.0,5.47,2516,Comedy,3147
32606,Onigiri,"Comedy, Fantasy, Supernatural",TV,13.0,5.47,15364,Comedy,3147
10847,Inumarudashi,Comedy,TV,4.0,5.47,332,Comedy,3147
8355,Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,"Comedy, Parody, Super Power",Movie,1.0,5.47,118,Comedy,3147
30840,Many Things SD Gundam,"Comedy, Mecha, Parody",Special,2.0,5.46,249,Comedy,3147
30600,Military! Special,"Comedy, Ecchi",Special,1.0,5.46,2063,Comedy,3147
1725,Keitai Shoujo,"Comedy, Drama, Romance, School",ONA,6.0,5.46,3655,Comedy,3147
8889,Majo Demo Steady,"Comedy, Ecchi, Magic, Romance",OVA,1.0,5.45,177,Comedy,3147
27927,Urawa no Usagi-chan,"Comedy, School, Slice of Life",TV,12.0,5.45,8554,Comedy,3147
29099,Washimo 2nd Season,"Comedy, Kids, School, Sci-Fi, Slice of Life",TV,24.0,5.45,86,Comedy,3147
8179,Eagle Sam,"Comedy, Sports",TV,51.0,5.45,105,Comedy,3147
10674,Omake,Comedy,Movie,1.0,5.45,339,Comedy,3147
19305,Nyuru Nyuru!! Kakusen-kun,Comedy,TV,25.0,5.44,280,Comedy,3147
27571,Sore Ike! Anpanman: Keito no Shiro no Christmas,"Comedy, Fantasy, Kids",Special,1.0,5.44,67,Comedy,3147
21053,Ikemen Kyuugo-tai Nurse Angels,Comedy,TV,10.0,5.44,95,Comedy,3147
7569,Idol Ace,Comedy,ONA,1.0,5.44,559,Comedy,3147
7523,Fuku-chan no Sensuikan,"Comedy, Historical, Military",Movie,1.0,5.44,183,Comedy,3147
2712,Shiratori Reiko de Gozaimasu!,"Comedy, Romance",OVA,1.0,5.44,158,Comedy,3147
6318,Kigurumikku V3,"Comedy, Ecchi, Magic, Mecha, Parody",ONA,3.0,5.44,1181,Comedy,3147
30739,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,"Comedy, Ecchi",Special,3.0,5.44,1264,Comedy,3147
29673,Shin Tenchi Souzou,Comedy,Movie,1.0,5.44,129,Comedy,3147
20453,Mikosuri Han-Gekijou,"Comedy, Parody",OVA,1.0,5.43,60,Comedy,3147
33693,Meitantei Gordon,"Comedy, Mystery",ONA,1.0,5.43,107,Comedy,3147
20123,Kappamaki,"Comedy, Slice of Life",TV,130.0,5.43,75,Comedy,3147
18357,Sore Ike! Anpanman: Tobase! Kibou no Handkerchief,"Comedy, Fantasy, Kids",Movie,1.0,5.43,87,Comedy,3147
8336,Hanakappa,"Comedy, Kids",TV,35.97757847533632,5.42,185,Comedy,3147
1075,Netrun-mon the Movie,Comedy,OVA,1.0,5.42,961,Comedy,3147
7448,Pacusi,Comedy,TV,18.0,5.42,215,Comedy,3147
13457,Tomodachi 8-nin,Comedy,TV,35.97757847533632,5.42,125,Comedy,3147
29283,Uchuu Kaizoku Mito no Daibouken Pilot,"Comedy, Sci-Fi",Special,1.0,5.42,106,Comedy,3147
8372,Makoto-chan,Comedy,Movie,1.0,5.41,160,Comedy,3147
21293,Sore Ike! Anpanman: Shabondama no Purun,"Comedy, Fantasy, Kids",Movie,1.0,5.41,73,Comedy,3147
13819,Kamiusagi Rope 2,"Comedy, Slice of Life",Movie,12.0,5.41,100,Comedy,3147
1528,Bishoujo Yuugekitai Battle Skipper,"Comedy, Mecha, Sci-Fi",OVA,3.0,5.41,883,Comedy,3147
2897,Nandarou,Comedy,Special,1.0,5.41,1584,Comedy,3147
14743,Nara Shika Monogatari,Comedy,ONA,1.0,5.4,228,Comedy,3147
33854,Kosys! Lite: Tsuyoku Suishou Bansaku no Sunglasses - Password Tsukai-mawashi no Jutsu,"Comedy, Slice of Life",ONA,1.0,5.4,48,Comedy,3147
8679,Saboten ga Nikui,"Comedy, Kids, Music",Music,1.0,5.4,161,Comedy,3147
5304,Akiba-chan,"Comedy, Kids, Slice of Life",TV,10.0,5.39,1383,Comedy,3147
10685,Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,"Comedy, Fantasy, Kids",Movie,1.0,5.39,107,Comedy,3147
21951,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman,"Comedy, Fantasy, Kids",Movie,1.0,5.38,71,Comedy,3147
7449,Pacusi no Uta,Comedy,Special,1.0,5.38,225,Comedy,3147
10239,Mayutoro The Toons,"Comedy, Fantasy, Kids",TV,33.0,5.38,76,Comedy,3147
25061,Kizu darake no Tenshi-tachi,"Comedy, Ecchi, Parody, Seinen",OVA,1.0,5.38,103,Comedy,3147
22511,Kobutori,"Comedy, Demons",Movie,1.0,5.38,125,Comedy,3147
30411,Happy Jozy,Comedy,TV,35.97757847533632,5.38,211,Comedy,3147
15389,Kremlin,"Comedy, Seinen",ONA,5.0,5.38,458,Comedy,3147
12865,Ai wa KAT-TUN,Comedy,ONA,5.0,5.38,1513,Comedy,3147
21971,Sore Ike! Anpanman: Yuuki no Hana ga Hiraku Toki,"Comedy, Fantasy, Kids",Movie,1.0,5.38,75,Comedy,3147
27493,Sore Ike! Anpanman: Yuuki to Honoo to Christmas,"Comedy, Fantasy, Kids",Special,1.0,5.38,63,Comedy,3147
17163,Peeping Life: The Perfect Evolution Specials,"Comedy, Slice of Life",Special,3.0,5.38,220,Comedy,3147
11729,Space Neko Theater,Comedy,ONA,1.0,5.38,584,Comedy,3147
31426,Urawa no Usagi-chan Special,"Comedy, School, Slice of Life",Special,1.0,5.38,764,Comedy,3147
13087,Youkoso Uchuujin,Comedy,Movie,1.0,5.38,190,Comedy,3147
32733,ZIP! x Peeping Life TV: Cool Japan Saizensen,"Comedy, Slice of Life",ONA,5.0,5.38,60,Comedy,3147
13207,Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,"Comedy, Historical, Parody",TV,9.0,5.37,126,Comedy,3147
8935,Nekketsu Uchuujin,"Comedy, Sci-Fi",ONA,1.0,5.37,832,Comedy,3147
7243,Suisei,"Comedy, Dementia",Movie,1.0,5.37,623,Comedy,3147
30617,Animegatari,Comedy,Movie,35.97757847533632,5.36,1308,Comedy,3147
28531,Ai Tenchi Muyou! Recaps,"Comedy, Sci-Fi, Shounen",Special,10.0,5.36,2434,Comedy,3147
18457,Hanasaka Jijii,"Comedy, Drama",Movie,1.0,5.36,206,Comedy,3147
31237,Ganbare-bu Next!,"Comedy, Sports",TV,6.0,5.36,70,Comedy,3147
14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,"Comedy, Magic",TV,12.0,5.36,3467,Comedy,3147
29701,Ni-hiki no Sanma (1968),Comedy,Movie,1.0,5.36,161,Comedy,3147
15045,Litchi DE Hikari Club,"Comedy, Drama, Horror, Psychological, Romance",TV,8.0,5.36,7597,Comedy,3147
17215,Sore Ike! Anpanman: Happy no Daibouken,"Comedy, Kids",Movie,1.0,5.35,82,Comedy,3147
21961,Sore Ike! Anpanman: Minna Atsumare! Anpanman World,"Comedy, Fantasy, Kids",Movie,1.0,5.35,88,Comedy,3147
10633,Shiodome Cable TV,Comedy,TV,22.0,5.35,114,Comedy,3147
15545,Oshiri Kajiri Mushi (TV),"Comedy, Kids",TV,20.0,5.35,870,Comedy,3147
21943,Sore Ike! Anpanman: Baikinman to 3 Bai Punch,"Comedy, Fantasy, Kids",Movie,1.0,5.35,76,Comedy,3147
30782,Bikini Warriors,"Comedy, Ecchi, Fantasy, Parody",TV,12.0,5.34,35004,Comedy,3147
33712,Bikini Warriors OVA,"Comedy, Ecchi, Fantasy, Parody",OVA,2.0,5.33,3404,Comedy,3147
18377,Ganbare!! Tabuchi-kun!! Gekitou Pennant Race,"Comedy, Sports",Movie,1.0,5.33,81,Comedy,3147
21957,Sore Ike! Anpanman: Kokin-chan to Aoi Namida,"Comedy, Fantasy, Kids",Movie,1.0,5.33,70,Comedy,3147
24443,Peeping Life: Shinkon-chan Kansai ni Irasshai,"Comedy, Slice of Life",ONA,1.0,5.33,197,Comedy,3147
31317,Yonimo Kimyou na Man☆Gatarou,Comedy,OVA,8.0,5.33,45,Comedy,3147
21955,Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,"Comedy, Fantasy, Kids",Special,1.0,5.33,66,Comedy,3147
28245,Ari-chan,"Comedy, Music",Movie,1.0,5.33,163,Comedy,3147
33512,Animegatari x Ghost in the Shell Collab Eizou,"Comedy, Sci-Fi",ONA,1.0,5.33,580,Comedy,3147
11731,Chi-Sui Maru Specials,Comedy,Special,2.0,5.33,94,Comedy,3147
10541,Shuukan Shimakou,Comedy,TV,11.0,5.32,251,Comedy,3147
29821,Channel 5.5,"Comedy, Parody",ONA,4.0,5.32,196,Comedy,3147
23759,Oira no Ski,"Comedy, Sports",Movie,1.0,5.31,201,Comedy,3147
26009,His Lipstick,"Comedy, Kids",ONA,1.0,5.31,60,Comedy,3147
30122,Ultraman M78 Gekijou: Love and Peace,"Comedy, Kids, Parody, Sci-Fi, Space, Super Power",Special,1.0,5.31,93,Comedy,3147
7162,Yaruki Manman,"Comedy, Hentai, Parody",OVA,3.0,5.31,251,Comedy,3147
27371,Sore Ike! Anpanman: Bokura wa Hero,"Comedy, Fantasy, Kids",Movie,1.0,5.3,71,Comedy,3147
2796,Afro-Ken,"Comedy, Kids",OVA,1.0,5.3,2199,Comedy,3147
30646,Perman: Copy World no Nazo,"Comedy, Kids",Special,1.0,5.29,73,Comedy,3147
9885,Shin Bikkuriman,"Comedy, Fantasy",TV,72.0,5.29,110,Comedy,3147
34464,Gijinka de Manabo!,"Comedy, Sci-Fi",ONA,1.0,5.29,25,Comedy,3147
11541,Ad Lib Anime Kenkyuujo,Comedy,TV,38.0,5.29,677,Comedy,3147
31491,Hantsu x Trash,"Comedy, Ecchi, Romance, School, Seinen, Sports",OVA,3.0,5.29,6850,Comedy,3147
1053,Tokyo Daigaku Monogatari,"Comedy, Drama, Ecchi, Romance, School",OVA,2.0,5.29,1493,Comedy,3147
3799,Speed,Comedy,Movie,1.0,5.28,525,Comedy,3147
3516,Hal and Bons,"Comedy, Slice of Life",OVA,5.0,5.28,356,Comedy,3147
7446,Karo to Piyobupt: Sandwich,Comedy,Movie,1.0,5.27,348,Comedy,3147
9506,Prism Magical: Prism Generations!,"Comedy, Ecchi, Magic",OVA,1.0,5.27,1733,Comedy,3147
681,Tenbatsu Angel Rabbie☆,"Comedy, Magic, Sci-Fi",OVA,1.0,5.27,1192,Comedy,3147
11679,Chainsaw Maid,"Comedy, Horror, Supernatural, Thriller",ONA,1.0,5.27,2373,Comedy,3147
8357,Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni,"Comedy, Parody, Super Power",Movie,1.0,5.27,122,Comedy,3147
33551,Mameshi-Pamyu-Pamyu,"Comedy, Parody",Special,9.0,5.26,110,Comedy,3147
8958,Potecco Babies,Comedy,ONA,2.0,5.26,184,Comedy,3147
2967,Saishuu Shiken Kujira,"Comedy, Ecchi, Mystery, School, Supernatural",ONA,12.0,5.26,3264,Comedy,3147
24793,Bloody Bunny,Comedy,TV,26.0,5.26,170,Comedy,3147
21945,Sore Ike! Anpanman: Baikinman vs. Baikinman!?,"Comedy, Fantasy, Kids",Movie,1.0,5.25,73,Comedy,3147
12643,Happening Star ☆,"Comedy, Sci-Fi",OVA,1.0,5.25,74,Comedy,3147
25063,Anime Roukyoku Kikou Shimizu no Jirochouden,"Comedy, Drama, Historical",TV,30.0,5.25,66,Comedy,3147
33782,Life!,"Comedy, Slice of Life",TV,35.97757847533632,5.25,91,Comedy,3147
23867,Saru Kani Gassen: Ijimekkozaru to Shoujiki Kani-san,"Comedy, Kids",OVA,1.0,5.25,49,Comedy,3147
24363,Kitsune to Circus,"Comedy, Kids",Movie,1.0,5.25,128,Comedy,3147
7445,Karo to Piyobupt: Ouchi,Comedy,Movie,1.0,5.25,351,Comedy,3147
29846,Omakase! Miracle Cat-dan,"Comedy, Kids, Super Power",TV,32.0,5.25,240,Comedy,3147
29751,Yurumi to Shimeru,"Comedy, Sci-Fi",ONA,1.0,5.25,55,Comedy,3147
28827,Doubutsu Tonarigumi,"Comedy, Historical, Kids",Movie,1.0,5.24,131,Comedy,3147
33871,Estima: Sense of Wonder,"Comedy, Historical, Sci-Fi",ONA,13.0,5.24,127,Comedy,3147
2730,1+2=Paradise,"Comedy, Ecchi, Harem, Romance, Seinen",OVA,2.0,5.24,3459,Comedy,3147
5383,My Life As,"Comedy, Hentai, Yuri",OVA,1.0,5.24,778,Comedy,3147
21833,Higenashi Gogejabaru,"Comedy, Fantasy, Kids, Music",Music,1.0,5.23,149,Comedy,3147
6760,Cynical Hysterie Hour: Henshin!,Comedy,Movie,1.0,5.23,105,Comedy,3147
29835,47 Todoufuken Specials,"Comedy, Kids, Romance",Special,2.0,5.23,72,Comedy,3147
10003,Kago Shintarou Anime Sakuhin Shuu,"Comedy, Dementia, Horror, Seinen",OVA,15.0,5.23,1551,Comedy,3147
26011,Super Backkom,"Comedy, Kids, Super Power",Special,1.0,5.22,91,Comedy,3147
33434,Heybot!,"Comedy, Kids, Sci-Fi",TV,35.97757847533632,5.22,691,Comedy,3147
8520,Biriken,"Comedy, Kids",TV,32.0,5.22,102,Comedy,3147
23815,Gokuu no Daibouken Pilot,"Comedy, Fantasy",Special,1.0,5.22,85,Comedy,3147
9536,Robin-kun to 100 nin no Otomodachi,"Comedy, Kids",ONA,13.0,5.22,163,Comedy,3147
33543,Tanahashi Hiroshi X Mameshiba Pro Wrestling,"Comedy, Sports",Special,2.0,5.21,130,Comedy,3147
30512,Hero Company,"Comedy, Seinen",OVA,2.0,5.21,519,Comedy,3147
29731,Beppu x Peeping Life,"Comedy, Slice of Life",ONA,1.0,5.21,161,Comedy,3147
33545,Henna Omamesan,"Comedy, Parody",Special,1.0,5.21,185,Comedy,3147
13825,Kamiusagi Rope x au Collaboration,"Comedy, Slice of Life",ONA,35.97757847533632,5.2,101,Comedy,3147
20201,Easy Cooking Animation: Seishun no Shokutaku,Comedy,TV,25.0,5.2,87,Comedy,3147
24501,Inui-san!,"Comedy, Shoujo",OVA,35.97757847533632,5.2,106,Comedy,3147
11825,Enshou Nihon Mukashibanashi,"Comedy, Hentai, Historical",OVA,1.0,5.2,238,Comedy,3147
21297,Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,"Comedy, Fantasy, Kids",Movie,1.0,5.2,73,Comedy,3147
30582,"Thats Hanakappa Musical: Pan to Gohan, Docchi nano!?","Comedy, Kids, Music",Movie,1.0,5.2,51,Comedy,3147
4761,Tokyo Loop,"Comedy, Dementia",Movie,1.0,5.19,787,Comedy,3147
20383,Baka Mukashibanashi Movie: Jijii Wars,"Comedy, Fantasy, Historical",Movie,1.0,5.19,111,Comedy,3147
17213,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,"Comedy, Kids",Movie,1.0,5.19,87,Comedy,3147
17359,Peeping Life: The Perfect Explosion,"Comedy, Slice of Life",OVA,10.0,5.19,211,Comedy,3147
9869,Din Dong,"Comedy, Parody",Special,1.0,5.18,80,Comedy,3147
10406,Spelunker Sensei,Comedy,OVA,1.0,5.18,1976,Comedy,3147
18631,Naniwa Kinyuu Den: Minami no Teiou,"Comedy, Drama, Seinen",OVA,2.0,5.18,87,Comedy,3147
8952,Nougyou Musume!,Comedy,Special,1.0,5.17,1133,Comedy,3147
9337,Mayo Elle Otoko no Ko,"Comedy, School",OVA,1.0,5.17,820,Comedy,3147
30905,Owanko,Comedy,ONA,7.0,5.17,65,Comedy,3147
23829,Komatsu Sakyo Anime Gekijou,"Comedy, Parody, Sci-Fi, Space",TV,24.0,5.17,76,Comedy,3147
5880,Oshiruko,Comedy,ONA,1.0,5.16,749,Comedy,3147
7021,Ni-hiki no Sanma,Comedy,Movie,1.0,5.16,344,Comedy,3147
33659,Fushigi na Somera-chan Special,"Comedy, Magic, Slice of Life",Special,1.0,5.15,444,Comedy,3147
22671,Momoya x Peeping Life: Go en Desu yo! II,"Comedy, Slice of Life",ONA,5.0,5.15,169,Comedy,3147
4392,Ooatari Sora no Entaku,Comedy,Movie,1.0,5.15,461,Comedy,3147
30013,Super Short Comics,"Comedy, Parody",ONA,8.0,5.15,260,Comedy,3147
22851,Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,"Comedy, Sports",Movie,1.0,5.14,72,Comedy,3147
17159,Peeping Life Specials,"Comedy, Slice of Life",Special,2.0,5.14,260,Comedy,3147
28489,Jigoku Koushien,"Comedy, Horror, Shounen, Sports",OVA,1.0,5.14,69,Comedy,3147
24683,Manzai Taikouki,"Comedy, Historical, Seinen",Movie,1.0,5.14,53,Comedy,3147
32892,Himitsukessha Taka no Tsume GT,"Comedy, Parody, Super Power",ONA,35.97757847533632,5.14,80,Comedy,3147
10684,Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,"Comedy, Fantasy, Kids",Movie,1.0,5.14,107,Comedy,3147
7092,Shoujo Fight: Norainu-tachi no Odekake,"Comedy, School, Seinen, Sports",OVA,1.0,5.14,358,Comedy,3147
19583,Ishii Hisaichi no Dai Seikai,"Comedy, Parody",OVA,1.0,5.13,56,Comedy,3147
30704,Kakko Kawaii Sengen! Specials,Comedy,Special,14.0,5.13,106,Comedy,3147
29820,Channel 5.5 4th Season,"Comedy, Parody",ONA,4.0,5.13,191,Comedy,3147
33542,Mameshiba Gakuen,"Comedy, School",Special,35.97757847533632,5.13,146,Comedy,3147
13507,Cofun Gal no Coffy: Okehazama no Tatakai,"Comedy, Historical, Parody",Movie,1.0,5.13,66,Comedy,3147
2232,Funny Pets,Comedy,TV,12.0,5.13,361,Comedy,3147
21937,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,"Comedy, Fantasy, Kids",Movie,1.0,5.12,80,Comedy,3147
18047,Seiyuu Deka,"Comedy, Magic",ONA,1.0,5.12,170,Comedy,3147
31513,Aoki Seimei Hoken,Comedy,Special,1.0,5.11,158,Comedy,3147
24977,Kana Kana Kazoku,Comedy,ONA,35.97757847533632,5.11,98,Comedy,3147
31605,Kana Kana Kazoku: Kakusan Mare Bo ! 1-Wa-5-wa oo Matome Koukai… Ka na?,Comedy,ONA,1.0,5.11,44,Comedy,3147
27399,Peeping Life Movie: We Are The Hero,"Comedy, Slice of Life",OVA,1.0,5.1,127,Comedy,3147
20873,Hana no Zundamaru,"Comedy, Martial Arts, Parody",ONA,8.0,5.1,145,Comedy,3147
30144,Nyuru Nyuru!! Kakusen-kun 2nd Season,Comedy,TV,13.0,5.1,152,Comedy,3147
19811,Waanabi.jk,"Comedy, School, Slice of Life",Special,2.0,5.1,579,Comedy,3147
25979,Sheep in the Island,Comedy,Special,2.0,5.09,67,Comedy,3147
6837,Tengu Taiji,Comedy,Movie,1.0,5.09,501,Comedy,3147
11611,Shuukan Shimakou Special,Comedy,ONA,1.0,5.09,97,Comedy,3147
31746,Dochamon Junior,"Comedy, Kids",TV,16.0,5.09,85,Comedy,3147
7646,Yawarakame♥,"Comedy, Kids",ONA,26.0,5.08,276,Comedy,3147
32148,PS3® no Tsukai Kata: feat.Peeping Life,"Comedy, Slice of Life",OVA,6.0,5.08,93,Comedy,3147
11733,Chi-Sui Maru 2nd Season,Comedy,TV,34.0,5.08,114,Comedy,3147
33547,Mameshiba x Gaist Crusher Collab CM,"Comedy, Fantasy, Parody",Special,1.0,5.08,128,Comedy,3147
8957,Susume! Gachimuchi Sankyoudai,Comedy,ONA,1.0,5.07,132,Comedy,3147
21973,Sore Ike! Anpanman: Anpanman to Oyakusoku,"Comedy, Fantasy, Kids",OVA,2.0,5.07,72,Comedy,3147
7189,Kotatsu Neko,Comedy,TV,26.0,5.07,291,Comedy,3147
8356,Himitsukessha Taka no Tsume The Movie 2: Watashi wo Aishita Kuro Oolong-Cha,"Comedy, Parody, Super Power",Movie,1.0,5.06,114,Comedy,3147
16994,Mandalaya no Ryouta: Kukidani Onsen Enshou Soudou Tan,"Comedy, Ecchi, Seinen",OVA,2.0,5.06,80,Comedy,3147
8968,Shogi Hour,"Comedy, Game, Parody",ONA,1.0,5.06,416,Comedy,3147
33975,3-Nen D-Gumi Glass no Kamen,"Comedy, Parody, School",TV,13.0,5.06,836,Comedy,3147
13715,Kennel Tokorozawa,"Comedy, Ecchi, School",OVA,1.0,5.06,535,Comedy,3147
21933,Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,"Comedy, Fantasy, Kids",Movie,1.0,5.06,76,Comedy,3147
5018,Piroppo,Comedy,TV,23.0,5.06,251,Comedy,3147
17006,Sore Ike! Anpanman: Sing! Dance! Everybodys Christmas,"Comedy, Fantasy, Kids, Super Power",Special,1.0,5.06,81,Comedy,3147
28185,Oniku Daisuki! Zeushi-kun 2nd Season,Comedy,ONA,6.0,5.05,92,Comedy,3147
31054,"Letchu, Getchu, Saru Getchu",Comedy,TV,76.0,5.05,104,Comedy,3147
6073,21 Emon Uchuu e Irasshai!,"Comedy, Sci-Fi, Space",Movie,1.0,5.05,216,Comedy,3147
12803,Chinkoroheibei Tamatebako,"Comedy, Fantasy, Kids",Movie,1.0,5.05,350,Comedy,3147
18149,Ishida to Asakura Special,"Comedy, School, Seinen",Special,1.0,5.04,2334,Comedy,3147
33791,Warui no wo Taose!! Salaryman Man,"Comedy, Parody",ONA,1.0,5.04,74,Comedy,3147
29865,BAR Kiraware Yasai,Comedy,TV,13.0,5.04,1785,Comedy,3147
33541,Bishoujo Yuugi Unit Crane Game Girls Galaxy,"Comedy, Game, Space",TV,35.97757847533632,5.04,1624,Comedy,3147
8353,Ketsuinu,Comedy,TV,13.0,5.04,270,Comedy,3147
10627,Ski Jumping Pairs: Road to Torino 2006,"Comedy, Sports",Movie,1.0,5.03,187,Comedy,3147
8716,Arigatou Thank You,"Comedy, Kids, Music, Sci-Fi, Space",Music,1.0,5.03,291,Comedy,3147
29715,Nar Doma,Comedy,TV,26.0,5.02,2124,Comedy,3147
6346,Cherry no Manma,"Comedy, Romance, Shoujo",OVA,1.0,5.01,1061,Comedy,3147
33500,Acerola-chan,Comedy,ONA,3.0,5.0,52,Comedy,3147
29842,Akuei to Gacchinpo The Movie: Chelsea no Gyakushuu/Akuei to Mahou no Hammer,"Comedy, Kids, Magic",Movie,1.0,5.0,60,Comedy,3147
23607,Gaki Deka,"Comedy, Ecchi, Kids, Parody, Shounen",TV,22.0,5.0,72,Comedy,3147
32237,Burutabu-chan,"Comedy, Fantasy, Magic",TV,35.97757847533632,5.0,37,Comedy,3147
31690,Chuugakusei,Comedy,OVA,2.0,5.0,52,Comedy,3147
29597,Hana,Comedy,Movie,1.0,5.0,207,Comedy,3147
13511,Cofun Gal no Coffy: Cofunderella,Comedy,Movie,1.0,5.0,64,Comedy,3147
3112,Papillon Rose,"Comedy, Ecchi, Magic, Parody",TV,6.0,5.0,1817,Comedy,3147
7032,Kitte no Gensou,Comedy,Movie,1.0,5.0,428,Comedy,3147
24847,Ichigeki Sacchuu!! Hoihoi-san: Legacy,"Comedy, Sci-Fi",ONA,1.0,5.0,475,Comedy,3147
25985,Contact,"Comedy, Kids, Sci-Fi",Special,1.0,5.0,102,Comedy,3147
21525,Geba Geba Shou Time!,Comedy,OVA,1.0,5.0,50,Comedy,3147
8143,Sockies: Frontier Quest,Comedy,TV,39.0,5.0,123,Comedy,3147
33787,Usamaru,Comedy,ONA,12.0,5.0,54,Comedy,3147
23729,Minna Tomodachi,"Comedy, Fantasy, Kids",OVA,1.0,5.0,41,Comedy,3147
23885,Momons Sand Witch Episode 0,"Comedy, Kids",ONA,1.0,5.0,91,Comedy,3147
21963,Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,"Comedy, Fantasy, Kids",Movie,1.0,5.0,73,Comedy,3147
31464,Pichiko Dakyuubu,"Comedy, Sports",TV,29.0,5.0,39,Comedy,3147
17989,Super Real Mahjong: Mahjong Battle Scramble - Konran-teki Sento Mahjong,"Comedy, Ecchi, Fantasy, Game",OVA,1.0,5.0,130,Comedy,3147
33414,Otona no Ikkyuu-san,"Comedy, Historical",Special,3.0,5.0,67,Comedy,3147
32149,Tatsunoko Pro x Peeping Life,"Comedy, Slice of Life",ONA,2.0,5.0,75,Comedy,3147
34205,GJ8 Man,"Comedy, Supernatural",ONA,35.97757847533632,5.0,53,Comedy,3147
10238,Hybrid Deka,Comedy,Movie,1.0,5.0,94,Comedy,3147
22597,Kimezou no Kimarimonku Ja Kimaranee. Featuring Sabu-Otoko,Comedy,ONA,12.0,5.0,57,Comedy,3147
32884,Shounen Ashibe 2: Ashibe no Kanashii Yume,"Comedy, Slice of Life",OVA,1.0,5.0,38,Comedy,3147
33571,Zenryoku Yobikou 5.5 Seminar,"Comedy, Parody, School",ONA,9.0,5.0,46,Comedy,3147
17076,Chagama Ondo,"Comedy, Supernatural",Movie,1.0,4.99,322,Comedy,3147
22541,Oniku Daisuki! Zeushi-kun,Comedy,TV,12.0,4.98,150,Comedy,3147
4966,Jigazou,Comedy,Movie,1.0,4.97,1152,Comedy,3147
30089,Zombie Clay Animation: Life of the Dead,"Comedy, Horror",OVA,4.0,4.95,125,Comedy,3147
33042,Zonmi-chan: Halloween☆Special Movie!,"Comedy, Horror",ONA,1.0,4.94,276,Comedy,3147
32400,KochinPa!,Comedy,TV,12.0,4.94,529,Comedy,3147
20153,Hana no Hi,"Comedy, Dementia",Movie,1.0,4.94,217,Comedy,3147
21935,Sore Ike! Anpanman: Anpanman to Okashi na Nakama,"Comedy, Fantasy, Kids",Movie,1.0,4.94,75,Comedy,3147
21295,Sore Ike! Anpanman: Tenohira wo Taiyou ni,"Comedy, Fantasy, Kids",Movie,1.0,4.94,77,Comedy,3147
22035,Sore Ike! Anpanman: Lyrical☆Magical Mahou no Gakkou,"Comedy, Fantasy, Kids",Movie,1.0,4.94,89,Comedy,3147
19297,Ketsuekigata-kun! Featuring Yuri and Nasuno,Comedy,Special,1.0,4.93,1783,Comedy,3147
8604,Oshiri Kajiri Mushi,"Comedy, Music",Music,1.0,4.93,495,Comedy,3147
31761,Sayokyoku,"Comedy, Dementia",Movie,1.0,4.93,210,Comedy,3147
31139,Ame-iro Cocoa: Rainy Color e Youkoso!,"Comedy, Slice of Life",TV,12.0,4.92,5888,Comedy,3147
13823,Kamiusagi Rope Movie Episode 0,"Comedy, Slice of Life",ONA,1.0,4.92,102,Comedy,3147
31369,Mori no Ongakudan,"Comedy, Music",ONA,35.97757847533632,4.92,93,Comedy,3147
31465,Pichiko Dakyuubu USA-hen,"Comedy, Sports",Special,3.0,4.92,41,Comedy,3147
22595,Kimezou no Kimarimonku Ja Kimaranee.,Comedy,ONA,12.0,4.91,64,Comedy,3147
